T l'air à deux mètres du sol (°C),T ressentie au vent (°C),T du point de rosée (°C),Direction du vent (km/h),Vitesse du vent lors de la mesure (km/h),Vitesse du vent maximum sur la dernière heure (km/h),Humidité relative (%),Visibilité (Km),Datetime,Pression,Variation_pression_3h,Nebulosite,Degradation_meteo,Pluie_presence,Pluie_moyenne_par_heure,Intensite_pluie
2.7,-1.1,1.1,N,14.8,24.1,89,10.0,2025-01-09 10:00:00,1003.7,8.5,8.0,0,1,0.01,Faible
3.1,-0.6,2.1,N,14.8,25.9,93,5.0,2025-01-09 09:00:00,1000.8,6.1,7.0,0,1,0.13,Faible
7.5,4.6,5.8,NNO,16.7,27.8,89,2.6,2025-01-09 08:00:00,996.9,2.2,7.0,0,1,0.01,Faible
10.4,9.6,9.9,SO,7.4,14.8,97,10.0,2025-01-09 07:00:00,994.8,-0.4,7.0,0,1,0.2,Faible
10.4,9.6,9.8,SSO,7.4,14.8,96,10.0,2025-01-09 06:00:00,994.4,-1.4,7.0,0,1,0.33,Faible
10.5,9.7,9.7,SSO,7.4,13.0,95,10.0,2025-01-09 05:00:00,994.6,-1.9,7.0,0,1,0.6,Faible
10.6,9.8,9.5,SSO,7.4,14.8,93,6.0,2025-01-09 04:00:00,995.2,-2.0,8.0,1,1,0.01,Faible
10.3,9.1,9.7,SSO,9.3,16.7,96,7.0,2025-01-09 03:00:00,995.8,-1.9,8.0,0,1,0.07,Faible
10.1,8.9,9.2,SSO,9.3,16.7,94,40.0,2025-01-09 02:00:00,996.5,-1.1,8.0,0,1,0.2,Faible
10.7,9.3,9.0,SSO,11.1,22.2,89,5.0,2025-01-09 01:00:00,997.2,-0.5,7.0,0,1,0.01,Faible
10.9,9.5,9.3,SO,11.1,22.2,90,10.0,2025-01-09 00:00:00,997.7,0.4,5.0,0,1,0.2,Faible
0.1,0.1,-0.8,N,1.9,5.6,94,5.0,2025-01-10 23:00:00,1022.8,1.0,0.0,0,0,0.0,Aucune
1.3,1.3,0.1,N,3.7,7.4,92,12.0,2025-01-10 22:00:00,1022.1,0.9,0.0,0,0,0.0,Aucune
1.1,1.1,-0.2,ENE,1.9,3.7,91,15.0,2025-01-10 21:00:00,1021.8,0.8,0.0,0,0,0.0,Aucune
2.0,2.0,0.5,ENE,1.9,7.4,90,16.0,2025-01-10 20:00:00,1021.7,1.2,0.0,0,0,0.0,Aucune
2.3,0.8,0.4,NE,5.6,7.4,87,13.0,2025-01-10 19:00:00,1021.2,1.7,,0,0,0.0,Aucune
2.7,2.7,0.3,NE,3.7,7.4,84,20.0,2025-01-10 18:00:00,,0.8,1.0,0,0,0.0,Aucune
3.0,1.6,-0.3,NE,5.6,5.6,79,20.0,2025-01-10 17:00:00,1020.5,1.3,1.0,0,0,0.0,Aucune
4.5,4.5,0.3,E,3.7,7.4,74,40.0,2025-01-10 16:00:00,1019.4,0.9,2.0,0,0,0.0,Aucune
5.4,5.4,0.4,E,3.7,11.1,70,55.0,2025-01-10 15:00:00,1020.1,0.9,7.0,0,0,0.0,Aucune
5.2,5.2,0.2,SE,3.7,9.3,70,35.0,2025-01-10 14:00:00,,-0.2,7.0,0,0,0.0,Aucune
5.8,4.2,1.1,SE,7.4,11.1,72,40.0,2025-01-10 13:00:00,1018.4,-1.7,6.0,0,0,0.0,Aucune
5.2,4.1,1.7,S,5.6,9.3,78,30.0,2025-01-10 12:00:00,1019.1,-0.7,7.0,0,0,0.0,Aucune
4.6,3.4,2.0,S,5.6,9.3,83,20.0,2025-01-10 11:00:00,1019.3,-0.3,7.0,0,0,0.0,Aucune
4.0,2.7,2.2,S,5.6,7.4,88,16.0,2025-01-10 10:00:00,1020.2,0.5,8.0,0,0,0.0,Aucune
3.6,3.6,2.1,S,3.7,7.4,90,20.0,2025-01-10 09:00:00,1019.9,0.3,7.0,0,0,0.0,Aucune
3.0,3.0,2.0,SSE,1.9,3.7,93,20.0,2025-01-10 08:00:00,1019.6,-0.4,7.0,0,0,0.0,Aucune
3.0,3.0,1.7,SSO,1.9,5.6,91,20.0,2025-01-10 07:00:00,1019.7,-0.1,8.0,0,0,0.0,Aucune
2.9,2.9,1.7,SO,3.7,5.6,92,17.0,2025-01-10 06:00:00,1019.6,-0.4,8.0,0,0,0.0,Aucune
2.9,2.9,1.6,SO,1.9,3.7,91,19.0,2025-01-10 05:00:00,1020.1,0.1,8.0,0,0,0.0,Aucune
2.8,2.8,1.5,SSE,1.9,5.6,91,20.0,2025-01-10 04:00:00,1019.9,-0.4,8.0,0,0,0.0,Aucune
3.0,3.0,1.5,SSO,3.7,5.6,90,18.0,2025-01-10 03:00:00,,-0.3,8.0,0,0,0.0,Aucune
2.8,2.8,1.3,S,3.7,5.6,90,19.0,2025-01-10 02:00:00,,-0.2,8.0,0,0,0.0,Aucune
3.0,3.0,1.2,O,3.7,5.6,88,23.0,2025-01-10 01:00:00,1020.2,0.2,8.0,0,0,0.0,Aucune
3.3,3.3,1.0,O,3.7,9.3,85,22.0,2025-01-10 00:00:00,1020.3,0.8,8.0,0,0,0.0,Aucune
2.0,2.0,0.8,N,3.7,7.4,92,4.5,2025-01-11 23:00:00,1036.1,1.6,8.0,0,0,0.0,Aucune
1.9,0.3,0.6,N,5.6,9.3,91,4.0,2025-01-11 22:00:00,1035.8,1.9,8.0,0,0,0.0,Aucune
1.9,1.9,0.7,NNO,1.9,13.0,92,4.3,2025-01-11 21:00:00,1035.2,2.0,8.0,0,0,0.0,Aucune
1.6,-0.0,0.3,NO,5.6,11.1,91,4.6,2025-01-11 20:00:00,1034.5,2.3,8.0,0,0,0.0,Aucune
1.4,-0.3,0.1,N,5.6,9.3,91,5.0,2025-01-11 19:00:00,1033.9,2.2,8.0,0,0,0.0,Aucune
1.4,-0.3,-0.2,NO,5.6,9.3,89,5.0,2025-01-11 18:00:00,1033.2,2.0,8.0,0,0,0.0,Aucune
1.3,1.3,-0.3,N,3.7,9.3,89,6.0,2025-01-11 17:00:00,1032.2,1.9,7.0,0,0,0.0,Aucune
1.6,1.6,-0.5,NO,3.7,11.1,86,8.0,2025-01-11 16:00:00,1031.6,1.7,8.0,0,0,0.0,Aucune
2.1,-0.1,-0.5,NO,7.4,13.0,83,9.0,2025-01-11 15:00:00,1031.1,1.1,7.0,0,0,0.0,Aucune
2.9,2.9,-0.4,NNO,3.7,9.3,79,10.0,2025-01-11 14:00:00,1030.2,0.6,1.0,0,0,0.0,Aucune
2.4,0.9,-0.7,N,5.6,9.3,80,10.0,2025-01-11 13:00:00,1029.9,0.6,1.0,0,0,0.0,Aucune
1.7,0.1,-0.9,NE,5.6,11.1,83,10.0,2025-01-11 12:00:00,,1.7,3.0,0,0,0.0,Aucune
1.6,1.6,-1.1,ENE,3.7,7.4,82,10.0,2025-01-11 11:00:00,1029.6,2.1,3.0,0,0,0.0,Aucune
-0.2,-0.2,-2.1,N,3.7,9.3,87,10.0,2025-01-11 10:00:00,1029.4,2.9,5.0,0,0,0.0,Aucune
-0.1,-2.0,-1.7,N,5.6,13.0,89,10.0,2025-01-11 09:00:00,1028.4,2.8,7.0,0,0,0.0,Aucune
-0.3,-2.2,-1.6,NE,5.6,13.0,91,10.0,2025-01-11 08:00:00,1027.6,2.5,8.0,0,0,0.0,Aucune
-0.3,-2.9,-0.7,NE,7.4,11.1,97,8.0,2025-01-11 07:00:00,1026.5,1.7,8.0,0,0,0.0,Aucune
-0.2,-2.8,-0.3,NE,7.4,14.8,99,1.4,2025-01-11 06:00:00,1025.5,0.9,8.0,0,0,0.0,Aucune
-0.2,-2.8,-0.3,NE,7.4,11.1,99,1.0,2025-01-11 05:00:00,,0.9,8.0,0,0,0.0,Aucune
0.0,-2.5,-0.1,NE,7.4,13.0,99,0.4,2025-01-11 04:00:00,1024.7,1.3,,0,0,0.0,Aucune
0.3,-1.5,0.2,NE,5.6,9.3,99,0.3,2025-01-11 03:00:00,1024.6,1.5,,0,0,0.0,Aucune
0.3,-1.5,--,NE,5.6,11.1,--,0.5,2025-01-11 02:00:00,1024.1,1.3,,0,0,0.0,Aucune
0.4,-1.4,0.1,NNE,5.6,7.4,98,2.7,2025-01-11 01:00:00,1023.4,1.2,5.0,0,0,0.0,Aucune
0.3,0.3,-0.1,N,1.9,3.7,97,2.7,2025-01-11 00:00:00,1023.1,1.2,0.0,0,0,0.0,Aucune
2.0,0.4,0.2,NE,5.6,9.3,88,8.0,2025-01-12 23:00:00,1042.9,1.1,8.0,0,0,0.0,Aucune
1.2,1.2,-0.9,NE,3.7,7.4,86,15.0,2025-01-12 22:00:00,1042.9,0.9,7.0,0,0,0.0,Aucune
1.1,-1.3,-1.5,NE,7.4,11.1,83,15.0,2025-01-12 21:00:00,1042.6,1.0,2.0,0,0,0.0,Aucune
1.7,0.1,-1.9,NE,5.6,9.3,77,15.0,2025-01-12 20:00:00,1041.8,0.6,0.0,0,0,0.0,Aucune
3.5,1.5,-1.5,NE,7.4,11.1,70,15.0,2025-01-12 19:00:00,1041.9,1.0,6.0,0,0,0.0,Aucune
3.8,1.9,-1.2,NE,7.4,13.0,70,23.0,2025-01-12 18:00:00,1041.5,0.8,7.0,0,0,0.01,Faible
3.8,1.4,-1.6,NE,9.3,13.0,68,20.0,2025-01-12 17:00:00,1041.2,0.9,7.0,0,0,0.0,Aucune
3.8,2.5,-0.6,NE,5.6,11.1,73,15.0,2025-01-12 16:00:00,1040.8,0.7,7.0,0,0,0.0,Aucune
4.0,2.1,0.1,ENE,7.4,13.0,76,15.0,2025-01-12 15:00:00,1040.6,0.3,7.0,0,0,0.0,Aucune
4.1,2.8,1.1,NE,5.6,9.3,81,10.0,2025-01-12 14:00:00,1040.2,-0.2,8.0,0,0,0.0,Aucune
3.8,1.9,1.3,NE,7.4,11.1,84,10.0,2025-01-12 13:00:00,1040.1,0.1,7.0,0,0,0.0,Aucune
3.7,3.7,1.2,N,3.7,13.0,84,10.0,2025-01-12 12:00:00,1040.3,0.4,7.0,0,0,0.01,Faible
3.4,2.0,1.1,NNE,5.6,9.3,85,10.0,2025-01-12 11:00:00,1040.5,0.7,7.0,0,0,0.0,Aucune
3.3,1.9,1.3,N,5.6,11.1,87,9.0,2025-01-12 10:00:00,1040.3,1.3,7.0,0,0,0.0,Aucune
2.3,0.8,1.1,N,5.6,11.1,92,7.0,2025-01-12 09:00:00,,1.5,7.0,0,1,0.01,Faible
1.5,1.5,0.6,N,3.7,7.4,94,7.0,2025-01-12 08:00:00,1039.8,2.0,7.0,0,0,0.0,Aucune
1.5,-0.1,0.6,NNO,5.6,13.0,94,6.0,2025-01-12 07:00:00,,1.5,8.0,0,1,0.01,Faible
1.6,-0.0,0.4,NNO,5.6,9.3,92,7.0,2025-01-12 06:00:00,1038.5,1.3,8.0,0,0,0.0,Aucune
1.7,0.1,0.4,NO,5.6,9.3,91,8.0,2025-01-12 05:00:00,1037.8,1.0,8.0,0,0,0.0,Aucune
1.6,-0.0,0.1,ONO,5.6,9.3,90,7.0,2025-01-12 04:00:00,1037.5,0.9,8.0,0,0,0.0,Aucune
1.6,1.6,0.3,ONO,3.7,7.4,91,6.0,2025-01-12 03:00:00,1037.2,0.8,8.0,0,0,0.0,Aucune
1.6,1.6,--,NNO,0.0,3.7,--,8.0,2025-01-12 02:00:00,1036.8,0.7,8.0,0,0,0.0,Aucune
1.7,1.7,0.4,N,1.9,7.4,91,7.0,2025-01-12 01:00:00,1036.6,0.8,8.0,0,0,0.0,Aucune
1.9,1.9,0.4,NE,3.7,5.6,90,5.0,2025-01-12 00:00:00,1036.4,1.2,8.0,0,0,0.0,Aucune
-2.5,-2.5,-4.8,NNO,0.0,9.3,84,20.0,2025-01-13 23:00:00,,-0.1,0.0,0,0,0.0,Aucune
-2.1,-4.3,-4.6,N,5.6,9.3,83,20.0,2025-01-13 22:00:00,,-0.2,0.0,0,0,0.0,Aucune
-1.3,-1.3,-4.6,NE,3.7,9.3,78,20.0,2025-01-13 21:00:00,1038.7,-0.7,0.0,0,0,0.0,Aucune
0.3,-1.5,-4.2,NNE,5.6,9.3,72,20.0,2025-01-13 20:00:00,,-0.2,0.0,0,0,0.0,Aucune
0.7,-1.1,-4.0,N,5.6,7.4,71,20.0,2025-01-13 19:00:00,1039.1,0.1,0.0,0,0,0.0,Aucune
1.4,-0.3,-4.3,NE,5.6,11.1,66,20.0,2025-01-13 18:00:00,1039.3,0.0,1.0,0,0,0.0,Aucune
1.9,0.3,-3.6,NE,5.6,11.1,67,20.0,2025-01-13 17:00:00,1039.1,-0.4,2.0,0,0,0.0,Aucune
3.0,1.0,-3.8,NE,7.4,11.1,61,20.0,2025-01-13 16:00:00,1039.1,-0.9,2.0,0,0,0.0,Aucune
4.6,2.8,-4.4,NE,7.4,11.1,52,20.0,2025-01-13 15:00:00,1039.2,-1.3,1.0,0,0,0.0,Aucune
4.8,3.1,-3.5,ENE,7.4,13.0,55,20.0,2025-01-13 14:00:00,1039.4,-1.7,0.0,0,0,0.0,Aucune
4.5,2.7,-3.3,ENE,7.4,13.0,57,20.0,2025-01-13 13:00:00,1039.9,-1.6,0.0,0,0,0.0,Aucune
4.1,1.7,-3.2,NE,9.3,14.8,59,20.0,2025-01-13 12:00:00,1040.5,-1.0,0.0,0,0,0.0,Aucune
3.1,0.6,-3.5,NE,9.3,14.8,62,20.0,2025-01-13 11:00:00,1041.2,-0.4,0.0,0,0,0.0,Aucune
2.7,0.6,-3.2,ENE,7.4,13.0,65,20.0,2025-01-13 10:00:00,1041.6,0.3,0.0,0,0,0.0,Aucune
1.5,-0.1,-3.0,NE,5.6,9.3,72,20.0,2025-01-13 09:00:00,1041.7,0.5,0.0,0,0,0.0,Aucune
0.6,-1.2,-3.5,NE,5.6,7.4,74,20.0,2025-01-13 08:00:00,1041.7,0.3,4.0,0,0,0.0,Aucune
1.0,-1.4,-3.7,ENE,7.4,13.0,71,20.0,2025-01-13 07:00:00,1041.4,-0.5,6.0,0,0,0.0,Aucune
1.9,-0.3,-3.2,ENE,7.4,13.0,69,20.0,2025-01-13 05:00:00,1041.3,0.1,7.0,0,0,0.0,Aucune
2.1,-0.1,-2.8,ENE,7.4,16.7,70,15.0,2025-01-13 04:00:00,1041.8,0.4,8.0,0,0,0.0,Aucune
2.0,-0.2,-2.0,E,7.4,11.1,75,10.0,2025-01-13 03:00:00,1040.9,-1.3,7.0,0,0,0.0,Aucune
1.8,0.2,-1.1,ENE,5.6,11.1,81,7.0,2025-01-13 02:00:00,1041.2,-1.7,7.0,0,0,0.0,Aucune
2.2,0.7,0.4,ENE,5.6,7.4,88,6.0,2025-01-13 01:00:00,1041.4,-1.4,8.0,0,0,0.0,Aucune
2.0,2.0,0.5,ENE,3.7,5.6,90,6.0,2025-01-13 00:00:00,1042.2,-0.3,8.0,0,0,0.0,Aucune
-2.3,-2.3,-3.7,O,1.9,5.6,90,8.0,2025-01-14 23:00:00,1036.5,-0.4,0.0,0,0,0.0,Aucune
-1.7,-1.7,-3.6,O,1.9,3.7,87,8.0,2025-01-14 22:00:00,1036.3,-0.4,0.0,0,0,0.0,Aucune
-1.9,-1.9,-3.8,OSO,3.7,5.6,87,14.0,2025-01-14 21:00:00,1036.6,0.3,0.0,0,0,0.0,Aucune
-1.6,-1.6,-3.5,OSO,1.9,5.6,87,14.0,2025-01-14 20:00:00,1036.8,0.5,0.0,0,0,0.0,Aucune
-1.6,-1.6,-4.3,ONO,1.9,5.6,82,4.2,2025-01-14 19:00:00,1036.7,0.4,,0,0,0.0,Aucune
0.2,0.2,-3.9,N,3.7,9.3,74,12.0,2025-01-14 18:00:00,1036.3,0.2,3.0,0,0,0.0,Aucune
0.6,0.6,-3.9,NNO,3.7,9.3,72,12.0,2025-01-14 17:00:00,1036.2,0.1,3.0,0,0,0.0,Aucune
2.9,2.9,-3.5,NNO,3.7,11.1,63,12.0,2025-01-14 16:00:00,1036.1,-0.1,3.0,0,0,0.0,Aucune
4.8,3.6,-3.5,NNO,5.6,9.3,55,12.0,2025-01-14 15:00:00,1035.9,-1.2,3.0,0,0,0.0,Aucune
4.6,3.4,-3.4,N,5.6,9.3,56,6.0,2025-01-14 14:00:00,,-1.3,3.0,0,0,0.0,Aucune
3.5,3.5,-3.3,E,3.7,5.6,61,12.0,2025-01-14 13:00:00,1036.2,-1.7,3.0,0,0,0.0,Aucune
2.3,2.3,-3.4,N,1.9,5.6,66,12.0,2025-01-14 12:00:00,1037.2,-1.1,3.0,0,0,0.0,Aucune
1.1,1.1,-2.7,NE,1.9,7.4,76,12.0,2025-01-14 11:00:00,1037.4,-0.9,6.0,0,0,0.0,Aucune
0.6,0.6,-3.1,NNO,0.0,3.7,76,12.0,2025-01-14 10:00:00,1038.1,0.3,5.0,0,0,0.0,Aucune
-1.6,-1.6,-3.0,NE,1.9,7.4,90,15.0,2025-01-14 09:00:00,1038.5,1.3,5.0,0,0,0.0,Aucune
-4.5,-4.5,-5.5,N,1.9,7.4,93,15.0,2025-01-14 08:00:00,1038.6,1.1,5.0,0,0,0.0,Aucune
-5.5,-5.5,-6.5,N,3.7,7.4,93,20.0,2025-01-14 07:00:00,,0.2,4.0,0,0,0.0,Aucune
-4.9,-4.9,-5.7,NNO,0.0,5.6,94,8.0,2025-01-14 06:00:00,1037.3,-0.9,4.0,0,0,0.0,Aucune
-4.3,-4.3,-5.1,SE,1.9,3.7,94,20.0,2025-01-14 05:00:00,1037.5,-1.0,4.0,0,0,0.0,Aucune
-4.3,-4.3,-5.4,N,1.9,3.7,92,8.0,2025-01-14 04:00:00,1037.8,-0.6,,0,0,0.0,Aucune
-3.3,-3.3,-4.6,NNE,1.9,1.9,91,7.0,2025-01-14 03:00:00,1038.1,-0.6,,0,0,0.0,Aucune
-3.1,-3.1,-5.4,N,1.9,1.9,84,7.0,2025-01-14 02:00:00,1038.4,-0.6,,0,0,0.0,Aucune
-2.2,-2.2,-4.5,N,1.9,3.7,84,20.0,2025-01-14 01:00:00,1038.3,-0.7,0.0,0,0,0.0,Aucune
-2.7,-2.7,-4.9,N,1.9,3.7,85,20.0,2025-01-14 00:00:00,1038.7,0.1,0.0,0,0,0.0,Aucune
3.5,2.1,3.2,N,5.6,7.4,98,1.5,2025-01-15 23:00:00,1034.7,-0.2,,0,0,0.0,Aucune
3.9,3.9,3.6,N,3.7,9.3,98,2.9,2025-01-15 22:00:00,1034.7,-0.2,,0,0,0.0,Aucune
4.7,3.5,4.1,N,5.6,9.3,96,4.3,2025-01-15 21:00:00,1034.5,0.2,7.0,0,0,0.0,Aucune
5.8,4.8,5.2,NE,5.6,11.1,96,6.0,2025-01-15 20:00:00,1034.8,0.6,8.0,0,0,0.0,Aucune
6.1,5.1,5.5,NE,5.6,7.4,96,5.0,2025-01-15 19:00:00,1034.8,0.8,8.0,0,0,0.0,Aucune
6.0,6.0,5.4,NE,3.7,7.4,96,5.0,2025-01-15 18:00:00,1034.3,0.3,8.0,0,0,0.0,Aucune
6.0,6.0,5.4,N,3.7,7.4,96,3.4,2025-01-15 17:00:00,1034.2,0.1,8.0,0,0,0.0,Aucune
6.4,6.4,5.7,NNE,3.7,9.3,95,4.0,2025-01-15 16:00:00,,0.1,8.0,0,0,0.0,Aucune
6.6,6.6,5.7,N,3.7,9.3,94,3.5,2025-01-15 15:00:00,1033.9,-0.8,8.0,0,0,0.0,Aucune
6.6,5.7,5.9,N,5.6,11.1,95,2.6,2025-01-15 14:00:00,,-1.2,8.0,0,0,0.0,Aucune
6.0,5.0,5.7,N,5.6,9.3,98,1.8,2025-01-15 13:00:00,1033.9,-1.7,8.0,0,0,0.0,Aucune
5.2,5.2,4.8,N,3.7,7.4,97,0.7,2025-01-15 12:00:00,1034.8,-0.2,8.0,0,1,0.01,Faible
5.1,5.1,5.0,N,3.7,9.3,99,0.8,2025-01-15 11:00:00,1035.3,0.2,8.0,0,1,0.01,Faible
4.5,4.5,4.4,NNE,3.7,5.6,99,0.9,2025-01-15 10:00:00,1035.7,1.0,8.0,0,1,0.01,Faible
3.6,3.6,3.5,O,3.7,5.6,99,0.6,2025-01-15 09:00:00,1035.1,0.8,8.0,0,1,0.07,Faible
2.6,2.6,2.5,NO,1.9,3.7,99,0.6,2025-01-15 08:00:00,1035.2,0.7,8.0,0,0,0.0,Aucune
2.0,2.0,1.7,ONO,3.7,5.6,98,0.1,2025-01-15 07:00:00,1034.7,0.0,,0,0,0.0,Aucune
1.0,1.0,0.4,O,1.9,3.7,96,0.1,2025-01-15 06:00:00,1034.4,-1.2,,0,0,0.0,Aucune
1.3,1.3,0.7,O,1.9,5.6,96,0.3,2025-01-15 05:00:00,1034.6,-1.4,,0,0,0.0,Aucune
0.8,0.8,-0.1,OSO,3.7,5.6,94,1.9,2025-01-15 04:00:00,1034.8,-1.2,8.0,0,0,0.0,Aucune
0.6,0.6,-1.0,SO,1.9,5.6,89,4.3,2025-01-15 03:00:00,1035.6,-0.3,8.0,0,0,0.0,Aucune
-0.6,-0.6,-2.3,O,1.9,5.6,88,5.0,2025-01-15 02:00:00,1036.1,-0.3,7.0,0,0,0.0,Aucune
-1.5,-1.5,-3.2,NO,1.9,3.7,88,8.0,2025-01-15 01:00:00,1036.1,-0.2,0.0,0,0,0.0,Aucune
-1.2,-1.2,-2.9,O,3.7,5.6,88,8.0,2025-01-15 00:00:00,,-0.6,0.0,0,0,0.0,Aucune
2.5,2.5,0.6,NNE,1.9,7.4,87,11.0,2025-01-16 23:00:00,1036.7,0.2,8.0,0,0,0.0,Aucune
3.6,3.6,0.8,NE,3.7,7.4,82,12.0,2025-01-16 22:00:00,1036.4,0.2,8.0,0,0,0.0,Aucune
4.4,4.4,1.2,E,3.7,7.4,80,13.0,2025-01-16 21:00:00,1036.3,0.4,8.0,0,0,0.0,Aucune
4.2,4.2,1.1,NE,1.9,5.6,80,14.0,2025-01-16 20:00:00,1036.4,1.0,8.0,0,0,0.0,Aucune
4.0,4.0,1.0,ENE,3.7,9.3,81,13.0,2025-01-16 19:00:00,1036.2,1.1,8.0,0,0,0.0,Aucune
4.1,2.2,1.0,E,7.4,11.1,80,20.0,2025-01-16 18:00:00,1035.9,0.8,8.0,0,0,0.0,Aucune
4.1,2.8,1.1,E,5.6,9.3,81,15.0,2025-01-16 17:00:00,1035.4,0.3,8.0,0,0,0.0,Aucune
4.1,2.2,1.3,E,7.4,9.3,82,12.0,2025-01-16 16:00:00,1035.1,-0.1,8.0,0,0,0.0,Aucune
4.3,3.1,1.8,ESE,5.6,9.3,84,12.0,2025-01-16 15:00:00,1035.1,-0.2,8.0,0,0,0.0,Aucune
4.3,3.1,2.0,E,5.6,13.0,85,15.0,2025-01-16 14:00:00,1035.1,-0.2,8.0,0,0,0.0,Aucune
4.1,2.2,1.6,ESE,7.4,13.0,84,15.0,2025-01-16 13:00:00,1035.2,-0.1,8.0,0,0,0.0,Aucune
4.4,2.6,2.1,E,7.4,13.0,85,15.0,2025-01-16 12:00:00,1035.3,0.0,8.0,0,0,0.0,Aucune
4.5,2.2,2.5,ENE,9.3,14.8,87,13.0,2025-01-16 11:00:00,1035.3,0.3,8.0,0,0,0.0,Aucune
4.2,2.4,2.4,ENE,7.4,11.1,88,10.0,2025-01-16 10:00:00,1035.3,0.6,8.0,0,0,0.0,Aucune
3.4,1.4,2.1,NE,7.4,13.0,91,9.0,2025-01-16 09:00:00,1035.3,1.1,8.0,0,0,0.0,Aucune
2.6,0.5,1.9,ENE,7.4,13.0,95,8.0,2025-01-16 08:00:00,,0.7,8.0,0,0,0.0,Aucune
2.0,-0.2,1.6,NE,7.4,11.1,97,6.0,2025-01-16 07:00:00,1034.7,0.8,,0,0,0.0,Aucune
2.1,0.5,1.8,N,5.6,11.1,98,3.3,2025-01-16 06:00:00,1034.2,0.4,,0,1,0.07,Faible
2.5,2.5,2.1,N,3.7,7.4,97,6.0,2025-01-16 05:00:00,1034.3,0.4,,0,0,0.0,Aucune
3.3,1.9,2.7,NE,5.6,7.4,96,7.0,2025-01-16 04:00:00,1033.9,-0.4,6.0,0,0,0.0,Aucune
3.8,3.8,3.4,NE,3.7,7.4,97,7.0,2025-01-16 03:00:00,1033.8,-0.8,8.0,0,0,0.0,Aucune
3.7,3.7,3.4,N,3.7,7.4,98,3.7,2025-01-16 02:00:00,1033.9,-0.8,8.0,0,0,0.0,Aucune
4.0,4.0,3.7,N,3.7,7.4,98,3.6,2025-01-16 01:00:00,1034.3,-0.4,8.0,0,0,0.0,Aucune
4.5,3.3,4.4,N,5.6,5.6,99,1.3,2025-01-16 00:00:00,1034.5,0.0,7.0,0,0,0.0,Aucune
-0.7,-2.7,-0.8,E,5.6,9.3,99,1.1,2025-01-17 23:00:00,1034.6,-0.9,8.0,0,0,0.0,Aucune
-0.8,-0.8,-0.9,ENE,3.7,7.4,99,0.7,2025-01-17 22:00:00,1035.1,-0.5,,0,0,0.0,Aucune
-0.8,-0.8,-0.9,ENE,3.7,9.3,99,0.8,2025-01-17 21:00:00,1035.3,-0.8,8.0,0,0,0.0,Aucune
-0.5,-2.4,-0.6,E,5.6,9.3,99,0.7,2025-01-17 20:00:00,1035.5,-0.7,8.0,0,0,0.0,Aucune
-0.6,-0.6,-0.7,ENE,3.7,5.6,99,0.5,2025-01-17 19:00:00,1035.6,-0.3,,0,0,0.0,Aucune
-0.5,-0.5,-0.8,ESE,3.7,9.3,98,1.0,2025-01-17 18:00:00,1036.1,0.1,8.0,0,0,0.0,Aucune
-0.4,-2.3,-0.7,ENE,5.6,7.4,98,1.3,2025-01-17 17:00:00,1036.2,-0.1,8.0,0,0,0.0,Aucune
-0.1,-2.0,-0.5,ENE,5.6,9.3,97,1.5,2025-01-17 16:00:00,1035.9,-0.7,8.0,0,0,0.0,Aucune
0.7,-1.1,--,ENE,5.6,9.3,--,3.5,2025-01-17 15:00:00,1035.9,-0.9,8.0,0,0,0.0,Aucune
0.6,-1.2,0.2,ENE,5.6,7.4,97,3.5,2025-01-17 14:00:00,1036.2,-1.3,8.0,0,0,0.0,Aucune
0.8,-0.9,0.5,ENE,5.6,9.3,98,2.5,2025-01-17 13:00:00,1036.5,-0.8,8.0,0,0,0.0,Aucune
0.8,-0.9,0.7,NE,5.6,9.3,99,1.2,2025-01-17 12:00:00,1036.8,-0.7,8.0,0,0,0.0,Aucune
0.4,-1.4,0.3,ENE,5.6,9.3,99,0.3,2025-01-17 11:00:00,1037.6,0.4,,0,0,0.0,Aucune
0.3,-1.5,0.2,ENE,5.6,7.4,99,0.1,2025-01-17 10:00:00,1037.4,0.7,,0,0,0.0,Aucune
-0.2,-0.2,-0.3,E,3.7,5.6,99,0.1,2025-01-17 09:00:00,1037.6,1.2,,0,0,0.0,Aucune
-0.3,-0.3,-0.6,ENE,3.7,5.6,98,1.3,2025-01-17 08:00:00,1037.2,0.5,8.0,0,0,0.0,Aucune
-0.4,-0.4,-0.7,NNE,3.7,7.4,98,2.2,2025-01-17 07:00:00,1036.7,0.3,2.0,0,0,0.0,Aucune
-0.4,-0.4,-0.7,NE,3.7,5.6,98,1.5,2025-01-17 06:00:00,1036.4,0.1,,0,0,0.0,Aucune
0.0,0.0,-0.3,NNE,1.9,1.9,98,0.5,2025-01-17 05:00:00,1036.7,0.3,,0,0,0.0,Aucune
-0.8,-0.8,-1.2,NNE,1.9,3.7,97,0.2,2025-01-17 04:00:00,1036.4,-0.1,,0,0,0.0,Aucune
0.6,0.6,-0.4,NE,1.9,1.9,93,0.3,2025-01-17 03:00:00,1036.2,-0.3,,0,0,0.0,Aucune
1.6,1.6,0.7,N,1.9,5.6,94,3.8,2025-01-17 02:00:00,1036.3,-0.4,,0,0,0.0,Aucune
1.8,1.8,0.3,NE,3.7,5.6,90,6.0,2025-01-17 01:00:00,1036.4,0.1,,0,0,0.0,Aucune
